"Name","Season","Games","PA","PA_G","wRC","wRC_plus","VOL","expectedVOL","corrVOL"
"Dante Bichette",1991,127,475,3.7,43.1,81,0.688,0.674,102
"Dante Bichette",1992,112,411,3.7,45.1,101,0.679,0.662,102.5
"Dante Bichette",1993,141,581,4.1,92.9,117,0.622,0.614,101.4
"Dante Bichette",1994,116,509,4.4,81.2,111,0.648,0.612,106
"Dante Bichette",1995,139,612,4.4,117.1,131,0.568,0.578,98.3
"Dante Bichette",1996,159,694,4.4,114.2,108,0.617,0.595,103.8
"Dante Bichette",1997,151,602,4,90.9,97,0.643,0.623,103.1
"Dante Bichette",1998,161,695,4.3,110.3,103,0.611,0.602,101.5
"Dante Bichette",1999,151,659,4.4,106.3,100,0.64,0.6,106.7
"Dante Bichette",2000,155,636,4.1,90.1,104,0.62,0.626,99
"Dante Bichette",2001,107,415,3.9,54.6,103,0.657,0.645,101.9
"Larry Biittner",1975,120,384,3.2,48.7,114,0.638,0.666,95.8
"Larry Biittner",1977,133,532,4,69.5,100,0.673,0.641,105.1
"Larry Biittner",1978,114,374,3.3,30.8,67,0.7,0.685,102.1
"Larry Biittner",1979,108,295,2.7,35.3,92,0.69,0.68,101.5
"Larry Biittner",1980,121,299,2.5,22.9,62,0.715,0.706,101.3
"Paul Blair",1974,147,615,4.2,70.2,114,0.639,0.647,98.8
"Paul Blair",1975,134,487,3.6,27,60,0.715,0.701,102
"Paul Blair",1976,135,413,3.1,17.9,55,0.713,0.717,99.4
"Larvell Blanks",1975,138,517,3.7,37.8,58,0.677,0.688,98.4
"Larvell Blanks",1976,100,371,3.7,42.7,117,0.652,0.658,99.1
"Larvell Blanks",1977,105,351,3.3,37.9,96,0.694,0.67,103.5
"Lance Blankenship",1992,121,446,3.7,55.9,123,0.619,0.653,94.7
"Jeff Blauser",1989,139,507,3.6,59.5,105,0.686,0.661,103.8
"Jeff Blauser",1990,113,429,3.8,53.2,104,0.664,0.651,102
"Jeff Blauser",1991,128,415,3.2,53.5,115,0.698,0.664,105
"Jeff Blauser",1992,120,403,3.4,55.5,129,0.665,0.656,101.4
"Jeff Blauser",1993,161,710,4.4,113.1,128,0.574,0.597,96.1
"Jeff Blauser",1995,114,504,4.4,49.1,77,0.67,0.653,102.6
"Jeff Blauser",1997,151,623,4.1,102.1,135,0.617,0.608,101.5
"Jeff Blauser",1998,118,435,3.7,41.7,77,0.678,0.67,101.1
"Jeff Blauser",1999,103,238,2.3,30.5,97,0.696,0.686,101.5
"Mike Blowers",1993,120,429,3.6,63.1,122,0.652,0.644,101.3
"Mike Blowers",1995,132,498,3.8,69.8,108,0.676,0.641,105.5
"Mike Blowers",1998,126,455,3.6,45.1,79,0.686,0.672,102.1
"Bruce Bochte",1975,107,428,4,50.9,116,0.678,0.649,104.4
"Bruce Bochte",1976,139,543,3.9,49.7,98,0.66,0.672,98.3
"Bruce Bochte",1977,135,552,4.1,66.8,109,0.656,0.645,101.7
"Bruce Bochte",1978,139,560,4,64.9,107,0.619,0.65,95.2
"Bruce Bochte",1979,150,636,4.2,101.2,133,0.587,0.608,96.6
"Bruce Bochte",1980,148,603,4.1,85.1,123,0.609,0.629,96.9
"Bruce Bochte",1982,144,586,4.1,80.3,116,0.603,0.632,95.4
"Bruce Bochte",1984,147,533,3.6,54.6,94,0.625,0.672,93
"Bruce Bochte",1985,129,474,3.7,66.7,126,0.609,0.644,94.6
"Bruce Bochte",1986,124,473,3.8,53.6,101,0.604,0.658,91.8
"Tim Bogar",1999,102,354,3.5,32.2,75,0.678,0.675,100.5
"Tim Bogar",2000,101,351,3.5,20.9,47,0.718,0.689,104.2
"Wade Boggs",1982,104,381,3.7,58,128,0.575,0.64,89.8
"Wade Boggs",1983,153,685,4.5,127.2,155,0.545,0.573,95.2
"Wade Boggs",1984,157,726,4.6,108.4,128,0.58,0.6,96.7
"Wade Boggs",1985,161,758,4.7,141.1,156,0.51,0.558,91.4
"Wade Boggs",1986,149,693,4.7,125.5,153,0.554,0.571,97
"Wade Boggs",1987,147,667,4.5,139.4,171,0.517,0.553,93.5
"Wade Boggs",1988,155,719,4.6,135.2,167,0.5,0.563,88.9
"Wade Boggs",1989,156,742,4.8,119.2,143,0.548,0.583,94
"Wade Boggs",1990,155,713,4.6,94.8,118,0.586,0.616,95.1
"Wade Boggs",1991,144,641,4.5,98.1,135,0.573,0.606,94.6
"Wade Boggs",1992,142,598,4.2,60.2,91,0.681,0.657,103.6
"Wade Boggs",1993,143,644,4.5,81.3,106,0.614,0.628,97.8
"Wade Boggs",1995,126,541,4.3,84.4,125,0.584,0.614,95.1
"Wade Boggs",1996,132,574,4.3,78.4,103,0.611,0.626,97.6
"Wade Boggs",1997,103,407,4,52.7,107,0.644,0.644,99.9
"Wade Boggs",1998,123,483,3.9,57.3,93,0.635,0.651,97.5
"Bruce Boisclair",1976,101,320,3.2,35,109,0.631,0.672,93.8
"Bruce Boisclair",1977,122,347,2.8,44.1,114,0.671,0.676,99.2
"Bruce Boisclair",1978,100,244,2.4,18,75,0.703,0.7,100.4
"Bobby Bonds",1974,150,670,4.5,92.8,121,0.606,0.617,98.3
"Bobby Bonds",1975,145,626,4.3,102.1,151,0.592,0.603,98.2
"Bobby Bonds",1977,158,679,4.3,102.5,135,0.572,0.61,93.8
"Bobby Bonds",1978,156,657,4.2,94.3,133,0.638,0.62,102.8
"Bobby Bonds",1979,146,631,4.3,93.6,125,0.635,0.615,103.3
"Bobby Bonilla",1986,137,496,3.6,53.3,92,0.645,0.668,96.6
"Bobby Bonilla",1987,139,515,3.7,75.2,117,0.638,0.639,99.9
"Bobby Bonilla",1988,159,681,4.3,96.6,139,0.636,0.619,102.8
"Bobby Bonilla",1989,163,698,4.3,100,140,0.603,0.617,97.8
"Bobby Bonilla",1990,160,686,4.3,96.8,127,0.655,0.619,105.8
"Bobby Bonilla",1991,157,680,4.3,111.4,150,0.589,0.598,98.5
"Bobby Bonilla",1992,127,506,4,64,121,0.672,0.644,104.3
"Bobby Bonilla",1993,139,582,4.2,88.3,128,0.626,0.618,101.3
"Bobby Bonilla",1994,108,460,4.3,71.9,129,0.621,0.62,100.2
"Bobby Bonilla",1995,141,614,4.4,112.5,148,0.587,0.586,100.3
"Bobby Bonilla",1996,159,693,4.4,104.3,112,0.589,0.608,96.9
"Bobby Bonilla",1997,153,648,4.2,96.6,124,0.585,0.616,95
"Bobby Bonilla",2000,113,278,2.5,34.5,94,0.69,0.686,100.7
"Juan Bonilla",1983,151,617,4.1,44,69,0.69,0.685,100.7
"Barry Bonnell",1977,100,404,4,42,84,0.656,0.657,99.9
"Barry Bonnell",1978,104,326,3.1,23.4,57,0.705,0.69,102.1
"Barry Bonnell",1979,113,412,3.6,46.4,92,0.668,0.662,100.9
"Barry Bonnell",1980,129,509,3.9,59.8,98,0.656,0.652,100.6
"Barry Bonnell",1982,138,478,3.5,57.7,100,0.676,0.663,102
"Barry Bonnell",1983,112,417,3.7,61,124,0.614,0.641,95.8
"Barry Bonnell",1984,106,395,3.7,42.4,93,0.701,0.662,105.9
"Bob Boone",1974,144,541,3.8,39.3,67,0.674,0.689,97.8
"Bob Boone",1976,120,418,3.5,41.2,95,0.675,0.674,100.2
"Bob Boone",1977,127,495,3.9,62,106,0.658,0.648,101.6
"Bob Boone",1978,130,495,3.8,58.3,111,0.648,0.655,98.9
"Bob Boone",1979,117,454,3.9,58.7,113,0.67,0.646,103.8
"Bob Boone",1980,140,535,3.8,41.2,73,0.695,0.684,101.6
"Bob Boone",1982,140,539,3.8,44.3,79,0.649,0.68,95.4
"Bob Boone",1983,137,509,3.7,42.3,75,0.666,0.681,97.7
"Bob Boone",1984,136,486,3.6,20.8,39,0.696,0.71,98
"Bob Boone",1985,146,520,3.6,41.1,74,0.674,0.689,97.8
"Bob Boone",1986,140,503,3.6,35.3,64,0.689,0.693,99.4
"Bob Boone",1987,121,442,3.7,33.9,68,0.678,0.683,99.3
"Bob Boone",1988,117,392,3.4,46.7,111,0.678,0.665,101.9
"Bob Boone",1989,130,469,3.6,47.6,94,0.613,0.671,91.4
"Glenn Borgmann",1974,116,396,3.4,35.9,82,0.648,0.679,95.4
"Glenn Borgmann",1975,118,413,3.5,29.8,67,0.683,0.688,99.3
"Rick Bosetti",1978,136,608,4.5,53.8,78,0.656,0.66,99.4
"Rick Bosetti",1979,162,657,4.1,57.3,69,0.678,0.674,100.5
"Thad Bosley",1985,101,202,2,34.9,147,0.664,0.681,97.5
"Daryl Boston",1987,101,369,3.7,40.4,89,0.67,0.662,101.3
"Daryl Boston",1988,103,305,3,30.5,91,0.694,0.681,101.9
"Daryl Boston",1990,119,397,3.3,51,115,0.661,0.662,99.9
"Daryl Boston",1991,108,286,2.6,38.4,120,0.697,0.676,103
"Daryl Boston",1992,124,334,2.7,40.3,115,0.706,0.683,103.3
"Daryl Boston",1993,112,320,2.9,43.2,97,0.709,0.67,105.7
"Lyman Bostock",1976,127,517,4.1,69.2,130,0.595,0.637,93.5
"Lyman Bostock",1977,153,660,4.3,109.5,142,0.579,0.598,96.9
"Lyman Bostock",1978,147,637,4.3,74.2,113,0.625,0.641,97.5
"Larry Bowa",1974,162,720,4.4,58.8,75,0.642,0.67,95.8
"Larry Bowa",1975,136,629,4.6,67.2,96,0.641,0.641,100
"Larry Bowa",1976,155,672,4.3,45.9,63,0.656,0.684,95.9
"Larry Bowa",1977,154,675,4.4,57.9,74,0.674,0.666,101.2
"Larry Bowa",1978,155,692,4.5,68.8,91,0.63,0.652,96.7
"Larry Bowa",1979,147,619,4.2,50.5,71,0.683,0.673,101.4
"Larry Bowa",1980,146,577,4,43.1,70,0.648,0.684,94.8
"Larry Bowa",1981,102,391,3.8,37.9,91,0.62,0.665,93.3
"Larry Bowa",1982,141,549,3.9,40.1,65,0.664,0.686,96.9
"Larry Bowa",1983,145,545,3.8,49.5,75,0.661,0.676,97.8
"Larry Bowa",1984,130,423,3.3,22.9,43,0.695,0.706,98.5
"Phil Bradley",1984,108,373,3.5,43.5,106,0.665,0.663,100.3
"Phil Bradley",1985,159,714,4.5,113,134,0.585,0.595,98.3
"Phil Bradley",1986,143,615,4.3,100.1,133,0.555,0.604,91.9
"Phil Bradley",1987,158,702,4.4,112.4,124,0.582,0.596,97.6
"Phil Bradley",1988,154,649,4.2,80,113,0.653,0.638,102.3
"Phil Bradley",1989,144,630,4.4,85.6,124,0.59,0.623,94.7
"Phil Bradley",1990,116,495,4.3,49.3,95,0.646,0.655,98.6
"Scott Bradley",1988,103,359,3.5,32.3,77,0.696,0.675,103.1
"Scott Bradley",1989,100,299,3,30,89,0.681,0.68,100.2
"Glenn Braggs",1987,132,565,4.3,68,96,0.644,0.64,100.6
"Glenn Braggs",1989,142,570,4,56.8,89,0.678,0.663,102.2
"Glenn Braggs",1990,109,362,3.3,48.9,117,0.634,0.658,96.3
"Jeff Branson",1993,122,412,3.4,25.6,53,0.678,0.697,97.3
"Jeff Branson",1995,115,384,3.3,43,97,0.674,0.67,100.6
"Jeff Branson",1996,123,353,2.9,35.6,86,0.701,0.687,102
"Mickey Brantley",1988,148,614,4.1,65,90,0.631,0.655,96.3
"Steve Braun",1974,128,516,4,61.2,110,0.61,0.649,94.1
"Steve Braun",1975,134,526,3.9,76.8,131,0.59,0.632,93.3
"Steve Braun",1976,122,491,4,62.3,122,0.621,0.643,96.5
"Steve Braun",1977,139,544,3.9,55,88,0.642,0.664,96.6
"Sid Bream",1986,153,591,3.9,78.6,117,0.646,0.642,100.7
"Sid Bream",1987,146,572,3.9,64.6,95,0.659,0.656,100.5
"Sid Bream",1988,144,522,3.6,60.1,112,0.651,0.663,98.2
"Sid Bream",1990,138,448,3.2,60.4,123,0.676,0.662,102.2
"Sid Bream",1992,124,427,3.4,52.3,113,0.634,0.662,95.7
"Sid Bream",1993,113,311,2.8,37.1,97,0.672,0.68,98.8
"Bob Brenly",1983,101,323,3.2,30.3,88,0.693,0.679,102.1
"Bob Brenly",1984,143,567,4,81.4,133,0.637,0.631,100.9
"Bob Brenly",1985,132,505,3.8,53.4,100,0.683,0.663,103
"Bob Brenly",1986,148,560,3.8,65.8,113,0.673,0.656,102.5
"Bob Brenly",1987,121,436,3.6,60.5,119,0.659,0.648,101.7
"George Brett",1974,131,486,3.7,46.6,90,0.664,0.672,98.8
"George Brett",1975,159,697,4.4,94.6,124,0.605,0.621,97.5
"George Brett",1976,159,705,4.4,106,144,0.586,0.605,96.8
"George Brett",1977,139,627,4.5,102.7,142,0.565,0.597,94.7
"George Brett",1978,128,558,4.4,74.5,123,0.625,0.628,99.5
"George Brett",1979,154,701,4.6,120.9,146,0.604,0.581,103.9
"George Brett",1980,117,515,4.4,114.5,198,0.517,0.568,91
"George Brett",1982,143,629,4.4,98.2,138,0.59,0.606,97.4
"George Brett",1983,123,525,4.3,91.4,154,0.608,0.603,100.8
"George Brett",1984,104,422,4.1,56.8,118,0.607,0.639,95
"George Brett",1985,155,665,4.3,123.9,168,0.583,0.58,100.6
"George Brett",1986,123,529,4.3,81,134,0.589,0.617,95.5
"George Brett",1987,115,508,4.4,78.7,129,0.607,0.614,98.8
"George Brett",1988,157,681,4.3,111,147,0.59,0.598,98.6
"George Brett",1989,123,528,4.3,68,118,0.645,0.634,101.7
"George Brett",1990,142,607,4.3,97.7,147,0.589,0.607,97.1
"George Brett",1991,131,572,4.4,63.4,98,0.644,0.645,99.9
"George Brett",1992,152,638,4.2,71.4,100,0.642,0.648,99
"George Brett",1993,145,612,4.2,68.6,93,0.66,0.648,101.9
"Johnny Briggs",1974,154,628,4.1,81.7,122,0.646,0.637,101.4
"Johnny Briggs",1975,115,421,3.7,53.5,118,0.602,0.653,92.2
"Greg Briley",1989,111,444,4,59.9,116,0.651,0.64,101.8
"Greg Briley",1990,118,380,3.2,39.3,89,0.691,0.677,102
"Greg Briley",1991,130,412,3.2,38.3,78,0.671,0.686,97.8
"Greg Briley",1993,103,185,1.8,9.6,43,0.698,0.717,97.3
"Ed Brinkman",1974,153,546,3.6,42.6,70,0.692,0.692,100
"Greg Brock",1983,143,543,3.8,62.3,108,0.674,0.658,102.4
"Greg Brock",1985,127,496,3.9,63.7,120,0.657,0.645,101.8
"Greg Brock",1986,112,367,3.3,40.4,102,0.714,0.671,106.4
"Greg Brock",1987,139,602,4.3,86.4,114,0.605,0.62,97.6
"Greg Brock",1988,112,437,3.9,34.8,77,0.665,0.674,98.6
"Greg Brock",1989,107,422,3.9,50.8,110,0.628,0.65,96.6
"Greg Brock",1990,112,422,3.8,40.4,91,0.643,0.668,96.3
"Lou Brock",1974,153,702,4.6,82.1,108,0.571,0.632,90.3
"Lou Brock",1975,136,574,4.2,70.9,112,0.649,0.639,101.5
"Lou Brock",1976,133,544,4.1,62.5,108,0.621,0.649,95.6
"Lou Brock",1977,140,521,3.7,50.4,81,0.675,0.673,100.4
"Lou Brock",1979,119,436,3.7,53.1,103,0.627,0.656,95.6
"Rico Brogna",1995,134,540,4,75.2,117,0.631,0.634,99.6
"Rico Brogna",1997,145,580,4,60.8,82,0.665,0.66,100.8
"Rico Brogna",1998,148,624,4.2,72.8,94,0.678,0.644,105.2
"Rico Brogna",1999,157,679,4.3,85.9,95,0.662,0.632,104.8
"Jack Brohamer",1976,115,414,3.6,39.3,97,0.654,0.672,97.3
"Hubie Brooks",1982,125,498,4,37.7,71,0.685,0.678,101
"Hubie Brooks",1983,148,624,4.2,46.1,68,0.678,0.68,99.7
"Hubie Brooks",1984,153,613,4,72.5,112,0.629,0.649,96.9
"Hubie Brooks",1985,156,652,4.2,71.7,101,0.628,0.651,96.5
"Hubie Brooks",1987,112,459,4.1,51,88,0.682,0.651,104.7
"Hubie Brooks",1988,151,628,4.2,80.7,119,0.632,0.636,99.4
"Hubie Brooks",1989,148,593,4,69,107,0.64,0.651,98.4
"Hubie Brooks",1990,152,618,4.1,66.8,99,0.651,0.655,99.3
"Hubie Brooks",1991,103,407,4,46,106,0.688,0.653,105.3
"Tom Brookens",1980,146,551,3.8,62.4,96,0.678,0.66,102.8
"Tom Brookens",1982,124,432,3.5,35.9,72,0.683,0.683,100
"Tom Brookens",1983,128,374,2.9,26.8,65,0.71,0.702,101.1
"Tom Brookens",1985,150,522,3.5,45.8,79,0.691,0.686,100.7
"Tom Brookens",1987,139,490,3.5,44.2,78,0.669,0.682,98.1
"Tom Brookens",1988,136,498,3.7,48.4,90,0.666,0.673,99
"Scott Brosius",1995,119,443,3.7,61.3,109,0.663,0.645,102.8
"Scott Brosius",1996,114,500,4.4,87.4,131,0.633,0.602,105.1
"Scott Brosius",1997,128,526,4.1,30.8,50,0.689,0.688,100.1
"Scott Brosius",1998,150,603,4,91.7,123,0.611,0.622,98.3
"Scott Brosius",1999,132,529,4,55,82,0.66,0.659,100.1
"Scott Brosius",2000,134,519,3.9,48,71,0.694,0.671,103.5
"Scott Brosius",2001,120,478,4,62.2,109,0.612,0.642,95.3
"Bob Brower",1987,117,349,3,46,107,0.704,0.669,105.2
"Bobby Brown",1980,127,446,3.5,48.2,97,0.669,0.669,100
"Brant Brown",1998,112,380,3.4,57.2,120,0.662,0.648,102.1
"Brant Brown",1999,127,371,2.9,37.3,75,0.727,0.688,105.7
"Chris Brown",1985,129,482,3.7,65.3,125,0.67,0.646,103.7
"Chris Brown",1986,114,463,4.1,64.8,127,0.573,0.634,90.3
"Jerry Browne",1987,128,526,4.1,59.9,90,0.62,0.65,95.4
"Jerry Browne",1989,152,685,4.5,83.5,113,0.593,0.63,94.1
"Jerry Browne",1990,139,610,4.4,70.4,104,0.655,0.64,102.3
"Jerry Browne",1991,106,334,3.2,20.9,59,0.683,0.694,98.4
"Jerry Browne",1992,106,390,3.7,44,115,0.642,0.66,97.3
"Jerry Browne",1994,100,388,3.9,54.9,113,0.657,0.64,102.6
"Mike Brown",1985,113,397,3.5,55.9,128,0.598,0.65,92
"Jacob Brumfield",1995,115,445,3.9,51.2,89,0.647,0.655,98.8
"Jacob Brumfield",1996,115,426,3.7,50.7,88,0.685,0.657,104.3
"Tom Brunansky",1982,127,545,4.3,86.9,131,0.541,0.612,88.5
"Tom Brunansky",1983,151,611,4,74.2,100,0.686,0.646,106.3
"Tom Brunansky",1984,154,628,4.1,84.3,110,0.621,0.633,98
"Tom Brunansky",1985,156,651,4.2,80.2,102,0.638,0.639,99.8
"Tom Brunansky",1986,157,655,4.2,76.6,95,0.661,0.645,102.5
"Tom Brunansky",1987,155,614,4,92.2,116,0.645,0.624,103.4
"Tom Brunansky",1988,157,669,4.3,84.4,117,0.648,0.634,102.3
"Tom Brunansky",1989,158,622,3.9,72.6,107,0.668,0.653,102.3
"Tom Brunansky",1990,147,597,4.1,73,105,0.682,0.644,105.9
"Tom Brunansky",1991,139,519,3.7,55.1,86,0.658,0.666,98.8
"Tom Brunansky",1992,137,533,3.9,73.4,119,0.643,0.639,100.7
"Steve Brye",1974,128,521,4.1,53.7,94,0.643,0.658,97.7
"Bill Buckner",1974,145,620,4.3,75.3,117,0.63,0.638,98.7
"Bill Buckner",1976,154,680,4.4,74,106,0.617,0.645,95.7
"Bill Buckner",1977,122,457,3.7,51.8,86,0.683,0.66,103.6
"Bill Buckner",1978,117,470,4,57.2,103,0.625,0.647,96.6
"Bill Buckner",1979,149,628,4.2,75.1,94,0.668,0.642,104.1
"Bill Buckner",1980,144,615,4.3,82,116,0.638,0.629,101.5
"Bill Buckner",1981,106,453,4.3,62.4,126,0.632,0.631,100.1
"Bill Buckner",1982,161,709,4.4,91.6,113,0.645,0.626,103.1
"Bill Buckner",1983,153,665,4.3,77.3,97,0.646,0.641,100.8
"Bill Buckner",1984,135,518,3.8,54.8,88,0.679,0.663,102.4
"Bill Buckner",1985,162,719,4.4,90.2,105,0.64,0.628,101.9
"Bill Buckner",1986,153,681,4.5,75.3,91,0.653,0.642,101.7
"Bill Buckner",1987,132,498,3.8,48.9,78,0.647,0.669,96.7
"Bill Buckner",1988,106,311,2.9,22.5,68,0.709,0.694,102.1
"Steve Buechele",1986,147,513,3.5,54.8,90,0.666,0.673,99
"Steve Buechele",1987,125,400,3.2,38.2,76,0.693,0.683,101.5
"Steve Buechele",1988,155,579,3.7,70.5,109,0.648,0.655,98.9
"Steve Buechele",1989,148,530,3.6,55.8,91,0.682,0.671,101.6
"Steve Buechele",1991,152,600,3.9,75.6,114,0.613,0.645,95
"Steve Buechele",1992,143,590,4.1,63.1,101,0.628,0.655,95.9
"Steve Buechele",1993,132,520,3.9,67.5,108,0.639,0.643,99.3
"Steve Buechele",1994,103,387,3.8,44.2,90,0.667,0.657,101.5
"Damon Buford",1997,114,404,3.5,32,59,0.72,0.682,105.5
"Damon Buford",2000,148,556,3.8,58.6,82,0.683,0.666,102.6
"Jay Buhner",1991,131,471,3.6,68.6,126,0.664,0.643,103.2
"Jay Buhner",1992,152,629,4.1,78.8,112,0.644,0.639,100.7
"Jay Buhner",1993,158,675,4.3,102.4,127,0.614,0.61,100.6
"Jay Buhner",1994,101,436,4.3,78.5,138,0.608,0.607,100.2
"Jay Buhner",1995,126,539,4.3,86.6,127,0.604,0.611,98.8
"Jay Buhner",1996,150,667,4.4,116.3,127,0.599,0.586,102.2
"Jay Buhner",1997,157,665,4.2,111.8,132,0.6,0.598,100.4
"Jay Buhner",2000,112,430,3.8,68.3,123,0.636,0.631,100.9
"Scott Bullett",1996,101,177,1.8,9.5,42,0.689,0.716,96.2
"Al Bumbry",1975,114,390,3.4,41.7,103,0.689,0.67,102.8
"Al Bumbry",1976,128,499,3.9,53.2,110,0.662,0.66,100.3
"Al Bumbry",1977,131,571,4.4,75.8,122,0.568,0.628,90.4
"Al Bumbry",1979,146,621,4.3,69.8,98,0.656,0.646,101.5
"Al Bumbry",1980,160,738,4.6,106.5,131,0.542,0.604,89.8
"Al Bumbry",1981,100,451,4.5,49.3,107,0.627,0.643,97.5
"Al Bumbry",1982,148,618,4.2,54.9,81,0.673,0.668,100.7
"Al Bumbry",1983,120,416,3.5,42.3,91,0.66,0.672,98.2
"Al Bumbry",1984,112,374,3.3,36.3,85,0.691,0.677,102.1
"Rick Burleson",1974,112,415,3.7,44.1,93,0.64,0.664,96.5
"Rick Burleson",1975,157,654,4.2,54.4,71,0.666,0.674,98.8
"Rick Burleson",1976,148,616,4.2,77.5,115,0.615,0.638,96.4
"Rick Burleson",1977,154,721,4.7,81.7,89,0.567,0.633,89.6
"Rick Burleson",1978,145,685,4.7,56.1,70,0.64,0.661,96.8
"Rick Burleson",1979,153,682,4.5,68.4,78,0.651,0.651,100
"Rick Burleson",1980,155,718,4.6,81.1,92,0.638,0.635,100.5
"Rick Burleson",1981,108,490,4.5,56.1,116,0.615,0.639,96.2
"Jeff Burroughs",1974,152,662,4.4,108.9,158,0.593,0.597,99.3
"Jeff Burroughs",1975,152,672,4.4,73.9,101,0.674,0.644,104.7
"Jeff Burroughs",1976,158,681,4.3,71.7,103,0.655,0.651,100.6
"Jeff Burroughs",1977,154,671,4.4,109.6,128,0.596,0.597,99.8
"Jeff Burroughs",1978,153,611,4,111,160,0.576,0.598,96.3
"Jeff Burroughs",1979,116,475,4.1,51.7,87,0.65,0.653,99.5
"Jeff Burroughs",1982,111,334,3,55.3,145,0.656,0.653,100.5
"Jeff Burroughs",1983,121,455,3.8,52.7,105,0.628,0.657,95.6
"Randy Bush",1983,123,415,3.4,47.1,96,0.693,0.669,103.7
"Randy Bush",1984,110,356,3.2,33.2,78,0.7,0.68,102.9
"Randy Bush",1986,128,402,3.1,52.2,106,0.641,0.667,96.1
"Randy Bush",1987,119,349,2.9,41.9,97,0.682,0.676,100.8
"Randy Bush",1988,136,466,3.4,60.6,115,0.644,0.659,97.8
"Randy Bush",1989,134,444,3.3,59,116,0.684,0.66,103.6
"Brett Butler",1983,146,613,4.2,73.3,100,0.652,0.642,101.5
"Brett Butler",1984,156,709,4.5,83.6,103,0.598,0.633,94.5
"Brett Butler",1985,151,666,4.4,95.1,121,0.567,0.615,92.2
"Brett Butler",1986,158,683,4.3,79.7,101,0.619,0.641,96.6
"Brett Butler",1987,136,618,4.5,97.5,124,0.555,0.602,92.3
"Brett Butler",1988,156,679,4.4,95.7,138,0.554,0.617,89.8
"Brett Butler",1989,154,672,4.4,74.6,110,0.587,0.644,91.1
"Brett Butler",1990,160,732,4.6,102.3,126,0.542,0.61,88.9
"Brett Butler",1991,161,730,4.5,96.8,123,0.573,0.618,92.7
"Brett Butler",1992,157,676,4.3,93.5,140,0.599,0.622,96.4
"Brett Butler",1993,156,716,4.6,94,116,0.597,0.618,96.6
"Brett Butler",1994,109,496,4.6,81.8,138,0.59,0.605,97.5
"Brett Butler",1995,129,596,4.6,75.4,108,0.598,0.626,95.5
"Brett Butler",1997,103,401,3.9,40.9,95,0.666,0.661,100.8
"Enos Cabell",1975,111,374,3.4,35.9,90,0.658,0.676,97.3
"Enos Cabell",1976,144,622,4.3,56.1,88,0.659,0.663,99.4
"Enos Cabell",1977,150,660,4.4,78.4,107,0.637,0.637,100.1
"Enos Cabell",1978,162,694,4.3,77.3,109,0.625,0.646,96.7
"Enos Cabell",1979,154,630,4.1,57.1,86,0.656,0.67,98
"Enos Cabell",1980,152,637,4.2,56.1,87,0.64,0.669,95.7
"Enos Cabell",1982,124,484,3.9,36.2,65,0.693,0.68,101.9
"Enos Cabell",1983,117,420,3.6,51.9,110,0.653,0.657,99.4
"Enos Cabell",1984,125,464,3.7,56.8,116,0.635,0.655,97
"Enos Cabell",1985,114,367,3.2,38.8,100,0.68,0.675,100.7
"Enos Cabell",1986,105,298,2.8,22.6,71,0.697,0.694,100.4
"Ivan Calderon",1987,143,607,4.2,99.3,131,0.617,0.606,101.9
"Ivan Calderon",1989,157,676,4.3,85.7,113,0.642,0.632,101.6
"Ivan Calderon",1990,158,667,4.2,79.1,106,0.629,0.642,98
"Ivan Calderon",1991,133,537,4,82.4,139,0.607,0.623,97.4
"Ken Caminiti",1989,161,646,4,64.7,99,0.633,0.664,95.3
"Ken Caminiti",1990,152,596,3.9,45.2,72,0.669,0.686,97.6
"Ken Caminiti",1991,152,632,4.2,65,97,0.633,0.657,96.3
"Ken Caminiti",1992,134,557,4.2,69.4,125,0.661,0.64,103.3
"Ken Caminiti",1993,143,596,4.2,61.9,93,0.64,0.656,97.6
"Ken Caminiti",1994,111,454,4.1,62.8,119,0.625,0.635,98.4
"Ken Caminiti",1995,142,602,4.2,99,137,0.647,0.606,106.8
"Ken Caminiti",1996,145,639,4.4,126.1,169,0.582,0.57,102.1
"Ken Caminiti",1997,137,576,4.2,93.9,138,0.598,0.609,98.1
"Ken Caminiti",1998,131,536,4.1,81.7,129,0.645,0.622,103.6
"Ken Caminiti",2001,117,404,3.5,43.7,84,0.712,0.669,106.5
"Bert Campaneris",1974,134,587,4.4,65.2,113,0.611,0.644,94.9
"Bert Campaneris",1975,135,588,4.4,56.1,98,0.634,0.657,96.5
"Bert Campaneris",1976,148,631,4.3,54.1,90,0.651,0.668,97.4
"Bert Campaneris",1977,149,648,4.3,51.2,80,0.684,0.673,101.7
"Casey Candaele",1987,130,495,3.8,49.4,81,0.664,0.667,99.6
"Casey Candaele",1990,121,298,2.5,36,114,0.66,0.688,95.9
"Casey Candaele",1991,149,505,3.4,49.7,93,0.688,0.681,101
"Casey Candaele",1992,130,360,2.8,17.6,54,0.715,0.716,99.8
"John Cangelosi",1986,129,525,4.1,53.1,83,0.635,0.659,96.3
"John Cangelosi",1987,101,233,2.3,38.8,134,0.645,0.674,95.7
"John Cangelosi",1989,111,201,1.8,20,96,0.682,0.709,96.2
"John Cangelosi",1996,104,313,3,40.6,108,0.672,0.668,100.6
"John Cangelosi",1998,103,208,2,22.3,94,0.685,0.699,98
"Jose Canseco",1986,157,682,4.3,89.3,115,0.644,0.627,102.7
